id,level,type,name,race,tribute_gold_buff,gold,lumber,marble,steel,food,lumber_buff,marble_buff,steel_buff,food_buff,stronghold_time_buff,durability,force,alliance_exp,size,rank_points,limit_time,limit_gem
"8,8,202,0",6,normal,azmar_outside,raider,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"8,8,203,1",5,normal,osymrius_center,elf,0,0,144000,144000,144000,144000,0,1080,2520,0,0,78000,0,187500,s,1250,551808,60
"8,8,203,0",5,normal,osymrius_outside,elf,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"8,8,204,1",4,normal,horndean_center,raider,0,0,72000,72000,72000,72000,0,2880,0,0,0,19000,0,76800,s,640,361548,53
"8,8,204,0",4,normal,horndean_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"8,7,200,1",7,zone_capital,mighgan_center,dwarf,0,0,282000,282000,282000,282000,0,6750,0,2250,0.3,315000,0,720300,m,6860,1303812,75
"8,7,200,0",7,zone_capital,mighgan_outside,dwarf,120,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"8,7,201,1",6,normal,dumbarton_center,raider,0,0,216000,216000,216000,216000,4320,0,0,0,0,135000,0,388800,s,2160,825588,68
"8,7,201,0",6,normal,dumbarton_outside,raider,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"8,7,202,1",4,normal,penshaw_center,raider,0,0,72000,72000,72000,72000,0,2020,870,0,0,19000,0,76800,s,640,361548,53
"8,7,202,0",4,normal,penshaw_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"8,7,203,1",5,normal,vanam_center,dwarf,0,0,144000,144000,144000,144000,0,0,2700,900,0,78000,0,187500,s,1250,551808,60
"8,7,203,0",5,normal,vanam_outside,dwarf,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"8,7,204,1",4,normal,arkala_center,raider,0,0,72000,72000,72000,72000,0,0,0,2880,0,19000,0,76800,s,640,361548,53
"8,7,204,0",4,normal,arkala_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"8,1,200,1",8,zone_capital,anyserion_center,elf,0,0,372000,372000,372000,372000,4860,4860,0,0,0.3,381000,0,1228800,m,10240,2336868,83
"8,1,200,0",8,zone_capital,anyserion_outside,elf,130,150,62000,62000,62000,62000,0,0,0,0,0.3,5438,1280,122880,,0,0,0
"8,1,201,1",4,normal,swindon_center,raider,0,0,72000,72000,72000,72000,2310,0,0,580,0,19000,0,76800,s,640,361548,53
"8,1,201,0",4,normal,swindon_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"8,1,202,1",5,normal,crullfeld_center,raider,0,0,144000,144000,144000,144000,0,0,2520,1080,0,78000,0,187500,s,1250,551808,60
"8,1,202,0",5,normal,crullfeld_outside,raider,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"8,2,200,1",10,region_capital,elllethaes_center,elf,0,0,576000,576000,576000,576000,0,0,0,11880,0.3,864000,0,3000000,l,50000,4144788,98
"8,2,200,0",10,region_capital,elllethaes_outside,elf,240,280,96000,96000,96000,96000,0,0,0,0,0.3,9600,5120,300000,,0,0,0
"8,2,201,1",6,normal,azmarin_center,raider,0,0,216000,216000,216000,216000,4320,0,0,0,0,135000,0,388800,s,2160,825588,68
"8,2,201,0",6,normal,azmarin_outside,raider,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"8,2,202,1",5,normal,travercraig_center,raider,0,0,144000,144000,144000,144000,0,1080,2520,0,0,78000,0,187500,s,1250,551808,60
"8,2,202,0",5,normal,travercraig_outside,raider,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"8,3,200,1",8,zone_capital,lyletaesi_center,elf,0,0,372000,372000,372000,372000,0,2920,6810,0,0.3,381000,0,1228800,m,10240,2336868,83
"8,3,200,0",8,zone_capital,lyletaesi_outside,elf,130,150,62000,62000,62000,62000,0,0,0,0,0.3,5438,1280,122880,,0,0,0
"8,3,201,1",4,normal,holmfirth_center,raider,0,0,72000,72000,72000,72000,0,2880,0,0,0,19000,0,76800,s,640,361548,53
"8,3,201,0",4,normal,holmfirth_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"8,3,202,1",5,normal,athelney_center,raider,0,0,144000,144000,144000,144000,720,0,2880,0,0,78000,0,187500,s,1250,551808,60
"8,3,202,0",5,normal,athelney_outside,raider,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"8,4,200,1",7,zone_capital,delturum_center,dwarf,0,0,282000,282000,282000,282000,1800,7200,0,0,0.3,315000,0,720300,m,6860,1303812,75
"8,4,200,0",7,zone_capital,delturum_outside,dwarf,120,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"8,4,201,1",4,normal,lakeshore_center,raider,0,0,72000,72000,72000,72000,580,0,0,2310,0,19000,0,76800,s,640,361548,53
"8,4,201,0",4,normal,lakeshore_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"8,4,202,1",6,normal,tillicoultry_center,raider,0,0,216000,216000,216000,216000,2160,0,2160,0,0,135000,0,388800,s,2160,825588,68
"8,4,202,0",6,normal,tillicoultry_outside,raider,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"8,5,200,1",8,zone_capital,ginoldur_center,dwarf,0,0,372000,372000,372000,372000,2430,0,0,7290,0.3,381000,0,1228800,m,10240,2336868,83
"8,5,200,0",8,zone_capital,ginoldur_outside,dwarf,130,150,62000,62000,62000,62000,0,0,0,0,0.3,5438,1280,122880,,0,0,0
"8,5,201,1",5,normal,hepojoki_center,raider,0,0,144000,144000,144000,144000,2880,720,0,0,0,78000,0,187500,s,1250,551808,60
"8,5,201,0",5,normal,hepojoki_outside,raider,80,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"8,5,202,1",4,normal,perlshaw_center,raider,0,0,72000,72000,72000,72000,0,1440,1440,0,0,19000,0,76800,s,640,361548,53
"8,5,202,0",4,normal,perlshaw_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"8,6,200,1",7,zone_capital,dhamwohr_center,dwarf,0,0,282000,282000,282000,282000,2700,6300,0,0,0.3,315000,0,720300,m,6860,1303812,75
"8,6,200,0",7,zone_capital,dhamwohr_outside,dwarf,120,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"8,6,201,1",6,normal,arkkukari_center,raider,0,0,216000,216000,216000,216000,3460,0,870,0,0,135000,0,388800,s,2160,825588,68
"8,6,201,0",6,normal,arkkukari_outside,raider,100,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"8,6,202,1",4,normal,garthram_center,raider,0,0,72000,72000,72000,72000,0,2310,0,580,0,19000,0,76800,s,640,361548,53
"8,6,202,0",4,normal,garthram_outside,raider,60,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"9,1,200,1",11,zone_capital,irfe_nalore_center,elf,0,0,678000,678000,678000,678000,3420,0,10260,0,0.3,1350000,0,4392300,l,26620,6319800,105
"9,1,200,0",11,zone_capital,irfe_nalore_outside,elf,270,320,113000,113000,113000,113000,0,0,0,0,0.3,13500,10240,439230,,0,0,0
"9,2,200,1",10,zone_capital,kaldaruhm_center,dwarf,0,0,576000,576000,576000,576000,0,5940,5940,0,0.3,864000,0,3000000,l,20000,4144788,98
"9,2,200,0",10,zone_capital,kaldaruhm_outside,dwarf,240,280,96000,96000,96000,96000,0,0,0,0,0.3,9600,5120,300000,,0,0,0
"9,3,200,1",10,zone_capital,dhilbuldar_center,dwarf,0,0,576000,576000,576000,576000,2970,8910,0,5940,0.3,864000,0,3000000,l,20000,4144788,98
"9,3,200,0",10,zone_capital,dhilbuldar_outside,dwarf,240,280,96000,96000,96000,96000,0,0,0,0,0.3,9600,5120,300000,,0,0,0
"9,4,200,1",11,zone_capital,marulihr_center,dwarf,0,0,678000,678000,678000,678000,0,6840,6840,0,0.3,1350000,0,4392300,l,26620,6319800,105
"9,4,200,0",11,zone_capital,marulihr_outside,dwarf,270,320,113000,113000,113000,113000,0,0,0,0,0.3,13500,10240,439230,,0,0,0
"9,5,200,1",12,region_capital,anguith_center,demon,0,0,792000,792000,792000,792000,18000,3600,0,0,0.3,1800000,0,6220800,l,86400,9507312,120
"9,5,200,0",12,region_capital,anguith_outside,demon,450,540,132000,132000,132000,132000,0,0,0,0,0.3,15000,20480,622080,,0,0,0
"9,6,200,1",10,zone_capital,dholbadur_center,dwarf,0,0,576000,576000,576000,576000,0,8910,0,2970,0.3,864000,0,3000000,l,20000,4144788,98
"9,6,200,0",10,zone_capital,dholbadur_outside,dwarf,240,280,96000,96000,96000,96000,0,0,0,0,0.3,9600,5120,300000,,0,0,0
"9,7,200,1",10,zone_capital,dharnbadir_center,dwarf,0,0,576000,576000,576000,576000,5940,5940,0,0,0.3,864000,0,3000000,l,20000,4144788,98
"9,7,200,0",10,zone_capital,dharnbadir_outside,dwarf,240,280,96000,96000,96000,96000,0,0,0,0,0.3,9600,5120,300000,,0,0,0
"9,8,200,1",11,zone_capital,dentorum_center,dwarf,0,0,678000,678000,678000,678000,0,0,10260,3420,0.3,1350000,0,4392300,l,26620,6319800,105
"9,8,200,0",11,zone_capital,dentorum_outside,dwarf,270,320,113000,113000,113000,113000,0,0,0,0,0.3,13500,10240,439230,,0,0,0
"10,1,200,1",11,zone_capital,balulihr_center,dwarf,0,0,678000,678000,678000,678000,3420,0,10260,0,0.3,1350000,0,4392300,l,26620,6319800,105
"10,1,200,0",11,zone_capital,balulihr_outside,dwarf,270,320,113000,113000,113000,113000,0,0,0,0,0.3,13500,10240,439230,,0,0,0
"10,2,200,1",10,zone_capital,isha_entheas_center,elf,0,0,576000,576000,576000,576000,0,5940,5940,0,0.3,864000,0,3000000,l,20000,4144788,98
"10,2,200,0",10,zone_capital,isha_entheas_outside,elf,240,280,96000,96000,96000,96000,0,0,0,0,0.3,9600,5120,300000,,0,0,0
"10,3,200,1",10,zone_capital,emoserine_center,elf,0,0,576000,576000,576000,576000,2970,8910,0,5940,0.3,864000,0,3000000,l,20000,4144788,98
"10,3,200,0",10,zone_capital,emoserine_outside,elf,240,280,96000,96000,96000,96000,0,0,0,0,0.3,9600,5120,300000,,0,0,0
"10,4,200,1",11,zone_capital,resahona_center,elf,0,0,678000,678000,678000,678000,0,6840,6840,0,0.3,1350000,0,4392300,l,26620,6319800,105
"10,4,200,0",11,zone_capital,resahona_outside,elf,270,320,113000,113000,113000,113000,0,0,0,0,0.3,13500,10240,439230,,0,0,0
"10,5,200,1",12,region_capital,felicity_center,demon,0,0,792000,792000,792000,792000,18000,3600,0,0,0.3,1800000,0,6220800,l,86400,9507312,120
"10,5,200,0",12,region_capital,felicity_outside,demon,450,540,132000,132000,132000,132000,0,0,0,0,0.3,15000,20480,622080,,0,0,0
"10,6,200,1",10,zone_capital,isyallond_center,elf,0,0,576000,576000,576000,576000,0,8910,0,2970,0.3,864000,0,3000000,l,20000,4144788,98
"10,6,200,0",10,zone_capital,isyallond_outside,elf,240,280,96000,96000,96000,96000,0,0,0,0,0.3,9600,5120,300000,,0,0,0
"10,7,200,1",10,zone_capital,silethrius_center,elf,0,0,576000,576000,576000,576000,5940,5940,0,0,0.3,864000,0,3000000,l,20000,4144788,98
"10,7,200,0",10,zone_capital,silethrius_outside,elf,240,280,96000,96000,96000,96000,0,0,0,0,0.3,9600,5120,300000,,0,0,0
"10,8,200,1",11,zone_capital,ilhnoris_center,elf,0,0,678000,678000,678000,678000,0,0,10260,3420,0.3,1350000,0,4392300,l,26620,6319800,105
"10,8,200,0",11,zone_capital,ilhnoris_outside,elf,270,320,113000,113000,113000,113000,0,0,0,0,0.3,13500,10240,439230,,0,0,0
"11,1,200,1",12,zone_capital,abandale_center,demon,0,0,792000,792000,792000,792000,9000,9000,4500,0,0.3,1800000,0,6220800,l,34560,9507312,120
"11,1,200,0",12,zone_capital,abandale_outside,demon,450,540,132000,132000,132000,132000,0,0,0,0,0.3,15000,20480,622080,,0,0,0
"11,2,200,1",12,zone_capital,foolshope_center,demon,0,0,792000,792000,792000,792000,9000,9000,0,4500,0.3,1800000,0,6220800,l,34560,9507312,120
"11,2,200,0",12,zone_capital,foolshope_outside,demon,450,540,132000,132000,132000,132000,0,0,0,0,0.3,15000,20480,622080,,0,0,0
"11,3,200,1",12,zone_capital,nefaria_center,demon,0,0,792000,792000,792000,792000,9000,0,9000,4500,0.3,1800000,0,6220800,l,34560,9507312,120
"11,3,200,0",12,zone_capital,nefaria_outside,demon,450,540,132000,132000,132000,132000,0,0,0,0,0.3,15000,20480,622080,,0,0,0
"11,4,200,1",12,zone_capital,ashcity_center,demon,0,0,792000,792000,792000,792000,9000,4500,0,9000,0.3,1800000,0,6220800,l,34560,9507312,120
"11,4,200,0",12,zone_capital,ashcity_outside,demon,450,540,132000,132000,132000,132000,0,0,0,0,0.3,15000,20480,622080,,0,0,0
"11,5,200,1",13,capital,dragons_torreon_center,dragon,0,0,1188000,1188000,1188000,1188000,10800,10800,10800,10800,0,3600000,0,8568300,l,439400,28521936,150
"11,5,200,0",13,capital,dragons_torreon_outside,dragon,900,810,198000,198000,198000,198000,0,0,0,0,0,30000,30720,856830,,0,0,0
